image_name,face_ratio,jaw_width_ratio,forehead_width_ratio,chin_length_ratio,eye_aspect_ratio_left,eye_aspect_ratio_right,eye_width_ratio,inter_eye_distance_ratio,left_brow_height_ratio,right_brow_height_ratio,left_brow_angle,right_brow_angle,nose_width_ratio,nose_length_ratio,mouth_width_ratio,mouth_open_ratio,face_shape,eye_type,mouth_type,brow_type,nose_type,skin_tone
009921.jpg,0.7820875592881891,0.8362386606394525,0.8606905417859982,0.2377833284879059,0.39107694413757904,0.3180680981313347,0.18397022598003737,0.2531442769958818,0.18479698725859514,0.19461138550783158,2.9105019863938963,0.16514867741462683,0.30403670999986987,0.23109563717649206,0.35462793744281373,0.0,oval,squint,straight,flat,wide,tone_4
011145.jpg,0.8035714284996812,0.8222972937787842,0.7999999999111111,0.25015938794412684,0.29871519735657337,0.29942473563234284,0.19476190410750616,0.21111111108765435,0.12347604182771939,0.12061835790089387,2.964883797519757,0.19739555984988075,0.28888888885679015,0.1966313887819547,0.48901513516045136,0.11641432865393889,heart,squint,smile,flat,wide,tone_4
011836.jpg,0.8707664085655058,0.7777777776817559,0.8889746185270251,0.24748824893828547,0.39223227003311595,0.37723691777340845,0.19906809252600516,0.24722202953121689,0.10963098540880546,0.107636319399875,-3.067653615931853,-0.04345089539153084,0.24691358021643045,0.22575425407253855,0.34567901230300263,0.0,oval,round,wide,arched,pointed,tone_2
011977.jpg,0.7797836979635395,0.813127585580925,0.8706677228189045,0.2478658274720099,0.28327886170888866,0.40551750174953627,0.19411764703598616,0.24705882350034603,0.13373180091794049,0.12917004888389313,2.995580395878518,0.20749622643520266,0.27058823526228376,0.21416745558592656,0.44705882347681664,0.07396255483415815,round,squint,smile,flat,wide,tone_5
012293.jpg,0.8108939281904134,0.7911951051846615,0.8414605158685946,0.27271600367895626,0.3324112474825554,0.39223227001995775,0.19239114164609128,0.24688584471498287,0.1212828435331892,0.1212828435331892,3.0560873599115888,-0.09966865249116202,0.26928566032315593,0.17650623229729479,0.46181309354467137,0.06427977851316181,oval,round,smile,flat,pointed,tone_2
012340.jpg,0.8058457484402269,0.8313522653444011,0.8554444434092833,0.2815401294148725,0.27487370819126156,0.27426490631865436,0.18091034223596436,0.2532803651702387,0.10007066305410216,0.0972040809992854,3.064820762320015,0.11942892601833845,0.28913564191972785,0.1941656064930155,0.3855141892263038,0.01941656064930155,oblong,squint,smile,flat,wide,tone_4
012920.jpg,0.6838834909021138,0.8063736563126556,0.890488315373918,0.2288654161472574,0.5533985900919663,0.3635513387787833,0.21713358092716167,0.22750305487877748,0.15107294166632293,0.1854439484700204,3.050932766389048,0.10768987083282068,0.2803712177874095,0.22994582537568395,0.4128735668264265,0.05528870330599116,oblong,wide,smile,arched,medium,tone_2
013421.jpg,0.8291051038550056,0.7836664558712633,0.8721001954088287,0.22546833316826206,0.35236497226832036,0.38218767053814373,0.19616554950145365,0.26951369817958815,0.1462167886907951,0.13296473374923348,3.107123552590285,0.05549850524571683,0.2567094728974721,0.2234551827481798,0.32048648308556116,0.02125735831014745,oval,wide,straight,raised,pointed,tone_3
013621.jpg,0.781874750118355,0.7745508390835685,0.8926195230058778,0.20833333331163195,0.38218767053814373,0.2978879004953139,0.20289712603231191,0.25313090950912953,0.11048543454888916,0.12347155822807274,-3.017237659043032,0.0,0.266786448036111,0.23292374763196522,0.41300306288331656,0.06249999999348959,oblong,round,straight,flat,medium,tone_4
013716.jpg,0.823440788588928,0.7987779868955445,0.8401860485874336,0.22483119767376783,0.3180680981313347,0.33333333311542646,0.17758927363249197,0.23916091535148606,0.14537791925493979,0.14477718148163665,2.976443976175166,0.0,0.2610045848270652,0.22483119767376783,0.37567420109245814,0.056013644090727344,heart,wide,smile,raised,medium,tone_3
014145.jpg,0.9168536372881547,0.8179705926256624,0.8069298462857574,0.29183678653429357,0.33591735112270416,0.3801726579060308,0.18194858077219045,0.2274978937845757,0.10736671746339085,0.10532630882687675,3.0309354324158977,0.19739555984988075,0.24993545885784127,0.19817984822653617,0.3067389722346234,0.014730592109093622,square,wide,straight,raised,wide,tone_4
014534.jpg,0.8425636104256425,0.7734339201817084,0.8802604556822737,0.24129528178921264,0.33104235526767173,0.4248385630165092,0.20134213393850792,0.24216567758819427,0.15462104299419768,0.13438587374835945,3.0845118711835284,0.06241880999595735,0.266153277490518,0.24699346307903058,0.3862944467457814,0.010151368800308947,oblong,wide,straight,raised,medium,tone_3
015464.jpg,0.8115170036865645,0.7867475830566751,0.8788281314797275,0.23941591616668978,0.4117961384969625,0.5311851616762654,0.2139033049929236,0.24188494637942357,0.13283167428105985,0.13029441001950273,3.0828368308740703,-0.1746721990082397,0.2778316787019221,0.23519591766014475,0.3491999752402594,0.009765978920863718,oval,wide,straight,flat,pointed,tone_3
015604.jpg,0.8724364003856154,0.8090157214919681,0.8426434403265577,0.27463202965905664,0.2117252610206189,0.21209125137312215,0.19116426133057252,0.22470491742041537,0.0855926124724721,0.09363383142439939,3.064820762320015,0.0688564893010446,0.28088114677551923,0.21564482425776377,0.40462486634860834,0.04901018733130995,square,squint,smile,raised,wide,tone_4
015672.jpg,0.7430049497982908,0.8100744898601279,0.8647514575301234,0.23498083967892505,0.3523321315019255,0.4616435353305302,0.1922927902689576,0.2469555667787725,0.1871230109574806,0.1518217015580817,3.0560873599115888,0.19739555984988075,0.246575342431976,0.22229415134839361,0.32905238761148087,0.04071259998894744,square,wide,smile,flat,pointed,tone_3
016713.jpg,0.8425564754699393,0.8021978021096486,0.8791208790242725,0.24090841080827474,0.34921514769196726,0.2668948793771787,0.2044821068501538,0.25274725271947834,0.11110634841361837,0.11802779971772476,3.067653615931853,0.06442683942555355,0.28571428568288854,0.20390529220144657,0.5166004075715015,0.0925886236780153,heart,wide,smile,flat,medium,tone_3
017263.jpg,0.8612173054931549,0.8161728953579909,0.8736388351023342,0.24767413907133995,0.3621429839627117,0.3287979744397807,0.21091743249440215,0.2761014286915818,0.08963970561918927,0.10334911080605276,-3.026716048172894,-0.03569911267932397,0.3335314511926265,0.24767413907133995,0.49425287350640773,0.059394296930562404,heart,squint,smile,arched,wide,tone_4
017554.jpg,0.8866107599070084,0.755762862451477,0.8720340720593965,0.20617461103554136,0.4096159600222361,0.4096159600222361,0.20071522779149695,0.26742378209821493,0.1804764034245807,0.19244497672793637,-3.1016139664665032,0.0,0.25606077753316786,0.227026240577458,0.36044074978455054,0.010308730551777069,oval,wide,wide,arched,wide,tone_5
017642.jpg,0.927500814582514,0.8256009234612623,0.8348505299655569,0.27069450063165973,0.33741095672762744,0.3578095603953014,0.17000560600321826,0.2137724758518133,0.14412096275404174,0.15469994907525725,2.958481836327309,0.24497866312686414,0.2523796105277052,0.2078542084315733,0.3499875487074124,0.06302215617685786,round,squint,smile,raised,wide,tone_3
017883.jpg,0.8706923434398111,0.8536232910895564,0.8315994961461127,0.25677449822957066,0.2818724085669726,0.33080804423366345,0.18622017688855952,0.22104038589012723,0.11083195608942945,0.10007975988428804,3.0560873599115888,0.05258306161094172,0.26335374705053055,0.2307606160985807,0.48429809904954463,0.07388797072628629,oval,round,smile,raised,medium,tone_4
018055.jpg,0.8367594755864411,0.8044672577839197,0.8044672577839197,0.2884615384338018,0.355358781140528,0.4130961921446804,0.19669794910316005,0.2415890000305224,0.1272904066692387,0.12105459914234257,3.061762667877556,0.07130746478529032,0.2757892052059394,0.21175688022526606,0.41432171691228115,0.0,heart,round,smile,arched,pointed,tone_5
018102.jpg,0.8613439209610524,0.8160919539291849,0.862068965418153,0.2574131258044524,0.23983770307705793,0.14874102922824134,0.17279651007637867,0.2528735631893249,0.09457443967825528,0.10205206799155428,3.1016139664665032,0.0,0.275862068933809,0.22771161128855408,0.37931034478398734,0.0,square,squint,straight,flat,medium,tone_4
018173.jpg,0.8570982362762194,0.8096113397092989,0.8333333332341271,0.2756847515429878,0.3571921146200029,0.2978879004953139,0.20325374482431563,0.23839267133472455,0.09309866136438709,0.1002339792515306,3.099950074491205,0.07393903765794034,0.2619047618735828,0.22470988871547265,0.3690476190036848,0.0,square,wide,straight,flat,pointed,tone_4
018714.jpg,0.829894276434176,0.8072602340474431,0.8554444434092833,0.24016021572436932,0.27426490631865436,0.27896417615182223,0.18712205732350698,0.26504100509308387,0.11099581960032548,0.11178104489000729,3.1016139664665032,0.07393903765794034,0.27708832350640583,0.2099580125748099,0.48189273653287973,0.07998400479040377,oval,round,smile,arched,medium,tone_3
018826.jpg,0.8233711471660071,0.8215148331920158,0.8810328147559908,0.3038631614541217,0.21035158081591185,0.19725746066507208,0.18490783283664378,0.2619047618735828,0.10303801824154722,0.10848867436292814,3.099950074491205,0.0688564893010446,0.28571428568027213,0.20607603648309444,0.4049369368969111,0.0,oblong,squint,smile,flat,medium,tone_3
019624.jpg,0.8086956521035917,0.7956989246456239,0.8495304177625745,0.260869565194707,0.22870874983188144,0.24087440243394026,0.18895160829120755,0.22580645158862298,0.09653740569236423,0.10658826670491635,3.070285188804503,0.09966865249116202,0.3012672198842057,0.2349435840857666,0.48399042725664193,0.07010658910954333,heart,squint,smile,flat,wide,tone_4
019776.jpg,0.8158366331625703,0.7527214592755295,0.8709173954305204,0.2192982455947984,0.2668948793771787,0.279424547941846,0.20081237393007306,0.2580495986460801,0.13660010088624067,0.13660010088624067,3.107123552590285,0.0,0.3010578650870935,0.2192982455947984,0.505347130681907,0.0701754385903355,oval,squint,smile,arched,wide,tone_4
020420.jpg,0.781459779799217,0.7810596497733676,0.7970273610079529,0.22823002342643645,0.30116930082500315,0.43000658151961485,0.20922037592581416,0.21356304039108157,0.17477273957074937,0.15450208179463992,2.976443976175166,0.18534794999569476,0.26962472575624274,0.20849837014894151,0.4491252539304637,0.0877159235750897,heart,wide,smile,arched,wide,tone_3
020819.jpg,0.8180466149638176,0.8000771566842,0.8555555554604939,0.23632457765621398,0.3287979744397807,0.3287979744397807,0.21372648955037868,0.24444444441728397,0.10945095204386328,0.12126781250714397,-3.1058935409104693,-0.034469100999508014,0.30020569076900594,0.2364993093456352,0.5556666554960364,0.0732811406662382,heart,squint,smile,arched,pointed,tone_3
020993.jpg,0.8454236837714371,0.8171034159775766,0.8536821621792313,0.2577319587363163,0.39223227003311595,0.37723691777340845,0.1966258122112805,0.24418896939370893,0.10360696515551361,0.11445156344786335,3.141592653589793,0.0,0.2438843043101372,0.2164948453385057,0.3658264564652058,0.0,oblong,wide,straight,flat,pointed,tone_2
021177.jpg,0.7819003406135488,0.8138165009038072,0.8256856281892349,0.2726822049879392,0.3180680981313347,0.37139067613601556,0.19216086858879267,0.23278571514719384,0.14154398351510933,0.12757590432830193,2.9516043656710775,0.2629947316809195,0.27899433295273385,0.18178813665862614,0.4535148019942205,0.08230807954941084,heart,round,smile,arched,pointed,tone_1
021263.jpg,0.8364485795690857,0.7547813766471398,0.8829145916223325,0.19816374016454083,0.369484466752728,0.40740042160092554,0.2118857939108328,0.24701146477301736,0.12381513912246668,0.10913467531405313,3.141592653589793,-0.09966865249116202,0.2599770503867089,0.25070654872032105,0.3637455208568165,0.01085930606789749,square,round,straight,flat,medium,tone_4
021393.jpg,0.788990825615689,0.848916848666125,0.8720930231544078,0.2662131766461623,0.2999423241525506,0.28327886170888866,0.20348837206936182,0.2674418604340184,0.1520003809565219,0.16113915659301747,2.896613990462929,0.23684876094692026,0.3255813953109789,0.16615385573039723,0.5232558138926447,0.10091743118340207,round,squint,smile,raised,wide,tone_5
021461.jpg,0.8189544383929461,0.8023555963706234,0.8604855091404116,0.25727249700503035,0.33586437430041355,0.35236497226832036,0.20564567224343,0.24416954017663103,0.11671835872139173,0.11515422291847066,3.104572537715863,0.03844259002118798,0.26742378209821493,0.20948581098894611,0.4768537324690297,0.06665457622375559,heart,wide,smile,arched,medium,tone_4
021502.jpg,0.880906001546654,0.8174371230646488,0.8537456400513549,0.25804985715882833,0.31460468702702465,0.39223227003311595,0.20269364793394462,0.2442071267324234,0.12070670914799266,0.10796336279808291,3.070285188804503,0.09495170634275632,0.2682926828941107,0.19366779008783055,0.3048780487433076,0.0,oblong,squint,straight,raised,medium,tone_5
021632.jpg,0.8532244255871516,0.8070498619222505,0.8816694620407738,0.2570336919343976,0.2668948793771787,0.2978879004953139,0.19473183929595328,0.24753116225518373,0.13684225858012164,0.12393291373600494,3.111298893671018,0.04164257909858842,0.25827350289527257,0.23008089000870277,0.4408347310203869,0.06421748100876208,heart,round,smile,arched,pointed,tone_4
021907.jpg,0.8489824915883403,0.7866544314208925,0.8573399832965111,0.24241187602423378,0.34921514769196726,0.3834824941911648,0.20584015179042514,0.262008141255498,0.12493622121900613,0.12162606384034515,3.108271657711546,-0.09065988720074511,0.262008141255498,0.21307017195016542,0.40450401242588363,0.060602969006058445,heart,wide,smile,flat,medium,tone_5
021948.jpg,0.8091609346880044,0.8040050527825163,0.8703473419288966,0.2679985156791336,0.28327886170888866,0.3535533903432737,0.18901906962184006,0.23640223063671853,0.16276414089003413,0.1409177161732328,3.0209689850096906,0.11065722117389565,0.2707689260204883,0.2207429961030633,0.34189223875216834,0.0,heart,squint,smile,flat,wide,tone_4
022073.jpg,0.8555503662878369,0.8316140948397421,0.8192176521058956,0.26798427974618455,0.27487370819126156,0.3180680981313347,0.18692149128737254,0.22921586529865706,0.11349503006784697,0.11407855591968673,2.9533711482850227,0.14189705460416394,0.24094636826643986,0.19691663368269344,0.3857023826420655,0.0515354384127278,square,round,open,flat,medium,tone_3
022422.jpg,0.8197331208624333,0.7707718625139381,0.8677300085555147,0.2617119612715445,0.23408229426973687,0.35203923612232574,0.18891951888692035,0.2418764600809896,0.11704114718559315,0.11397096793868318,3.141592653589793,-0.09495170634275632,0.2638217770027701,0.2266939065131878,0.4727814674818872,0.045015825840612755,heart,wide,smile,flat,medium,tone_4
022642.jpg,0.7620299567948662,0.8255467875568224,0.7933811703967045,0.25083415212113247,0.33333333315066777,0.5114083113224348,0.17782267128702217,0.21627546703519596,0.1916700303201721,0.14170241914900525,3.087591153213825,0.982793723247329,0.22979268372489572,0.23032671982871453,0.2976858181247542,0.020601048102862174,oblong,squint,straight,flat,wide,tone_3
023254.jpg,0.8585041969154908,0.7694982165693045,0.901312466943103,0.23583856204099035,0.34921514769196726,0.36637165251142245,0.19434786344881627,0.2310167775239898,0.1135948940057184,0.1135948940057184,-3.1058935409104693,-0.07130746478529032,0.26372034096970104,0.24545345175962147,0.4181351406618296,0.01886708496327923,oblong,round,smile,raised,wide,tone_3
023300.jpg,0.7723796401732181,0.8218437013642401,0.8458758260457665,0.2672743361875308,0.27487370819126156,0.29375911240451824,0.18606492705507857,0.2563260078926565,0.12133909061527867,0.12878279134284615,2.988943325194528,0.20749622643520266,0.2819586086819222,0.17927941123837854,0.3460401106550863,0.019798098976854136,oblong,squint,open,raised,wide,tone_5
024339.jpg,0.748086243294618,0.7946299999713777,0.9036516510398249,0.2445300127443372,0.43011626304799316,0.34921514769196726,0.22395691342243884,0.23608834131009432,0.10708823420840437,0.13938419804292382,3.070285188804503,0.0,0.26422864937643115,0.23230699673820634,0.3482979692391871,0.0,oblong,round,wide,raised,medium,tone_4
024351.jpg,0.7915668114908958,0.7640336912701698,0.811353287415454,0.22093739176537333,0.514650235087287,0.3037586650470033,0.19485822273558898,0.22141859014964033,0.14483476180492275,0.1704598372931275,3.141592653589793,0.07878396098914381,0.26756620161498273,0.23816896765046075,0.394726826968933,0.03669570343357833,heart,round,smile,flat,pointed,tone_4
024660.jpg,0.7668279423710412,0.825815742538705,0.8290798491062594,0.2763903872044209,0.2352941175086505,0.24253562485031663,0.17453572670610681,0.23270711115537998,0.1408981862646714,0.1299017092219072,2.976443976175166,0.5516549825285468,0.26753179492032514,0.20359666030636012,0.46497878087223676,0.07184426011933903,heart,squint,smile,flat,medium,tone_4
024757.jpg,0.7849938583381414,0.7985973527466564,0.9082241649688371,0.23322799781742942,0.26892229718411875,0.3284567205712158,0.20177552021914594,0.2281706722133304,0.1451319714092217,0.12680836763820427,3.113822016996372,-0.15660187698201536,0.2953680213249732,0.2598034184438144,0.45421848591052466,0.017822367471320544,heart,wide,smile,flat,wide,tone_4
025333.jpg,0.7414890091776053,0.8342227529998821,0.8561726893629047,0.27392031963976354,0.2936101095849379,0.3748277838063075,0.18854605638233266,0.24365244883056358,0.14804595143837274,0.11515218569604176,3.111298893671018,0.4993467216801301,0.2694052440113837,0.21787016703311265,0.39107694438490814,0.009975589670421144,oblong,squint,wide,flat,medium,tone_5
026475.jpg,0.8817204300127183,0.780583073358722,0.9024390242801904,0.22580645158862298,0.3482979690881223,0.35236497226832036,0.2117495469144516,0.25609756094437836,0.10766120641047078,0.13003641528115548,-3.061762667877556,-0.037020115873930025,0.2442071267324234,0.22606232300395718,0.3658536584919691,0.010752688170886808,square,round,wide,arched,pointed,tone_3
026861.jpg,0.8181985124418758,0.8000277737778422,0.8666131735809991,0.27271600367895626,0.22870874983188144,0.29871519735657337,0.2002960405986453,0.26665020725569205,0.10993533568728404,0.11685844515670343,3.070285188804503,0.10308160852270024,0.2890846409267471,0.20908226948719982,0.4777482879997816,0.07272426764772168,oval,wide,smile,flat,pointed,tone_4
028091.jpg,0.9011059812571348,0.7596757269218481,0.9033522364581962,0.21073778367113763,0.41344911502708137,0.34921514769196726,0.20119357918065048,0.24119485917083686,0.11068490657048387,0.12374948758740753,-2.896613990462929,-0.12435499454676144,0.265256924546013,0.25057361449362203,0.3495038035824208,0.010853548047367144,oblong,round,straight,raised,pointed,tone_4
028517.jpg,0.8542353330238707,0.7806366497442613,0.8534918134841434,0.2603601709958309,0.33918173245998673,0.33397374357891535,0.1899301729400001,0.24382992451735888,0.1094751826475981,0.12156338784244733,3.064820762320015,0.0,0.25631153009493296,0.2291169504763312,0.341579530236959,0.0,square,round,straight,flat,medium,tone_3
028659.jpg,0.8113794828575749,0.7688318009471744,0.8136401690972026,0.2109080536827802,0.05555555552469135,0.15811388289661557,0.19803131454680803,0.24675236455006888,0.16617446979819442,0.15005330252299243,3.048115872431204,0.06656816377582381,0.2590599464594275,0.2158271703092648,0.3960402240384123,0.07069654021718975,oblong,squint,open,raised,medium,tone_3
028819.jpg,0.8210526314925208,0.7565188969251607,0.8589743588642341,0.19999999997894738,0.35236497226832036,0.40196026195161016,0.20766296440961773,0.24358974355851415,0.15868224663257383,0.15798243177077695,3.1016139664665032,0.08673833867598511,0.24358974355851415,0.2210526315556787,0.3207691282459733,0.04210526315346261,square,round,wide,arched,pointed,tone_2
028950.jpg,0.827669113608774,0.831445196674464,0.8049105793404541,0.2928644453641713,0.37139067613601556,0.4179383792523914,0.19609598162757758,0.21949587387912348,0.11284065825996195,0.08623270996217297,3.0419240010986313,0.11065722117389565,0.25636869357854086,0.21290732819066566,0.35384242387821074,0.010092775299803921,square,squint,straight,flat,wide,tone_3
029136.jpg,0.8333333332465278,0.7874999999015626,0.8499999998937501,0.26041666663953994,0.33918173245998673,0.33918173245998673,0.18791620470617185,0.26249999996718754,0.15184770557911223,0.15184770557911223,3.017237659043032,0.1586552621864014,0.23749999997031251,0.2189978754108194,0.33749999995781255,0.0,square,round,straight,raised,medium,tone_3
029886.jpg,0.8613439209610524,0.7587077622442521,0.8966254021156244,0.22771161128855408,0.3904344045059338,0.4096159600222361,0.20329567111402871,0.26436781606156695,0.13447932656371936,0.13807566488570458,3.0309354324158977,0.03569911267932397,0.26436781606156695,0.23761211612718686,0.391480146298138,0.0,oblong,wide,smile,raised,medium,tone_1
029952.jpg,0.6730294992768062,0.7687420525962041,0.8494921734736293,0.2462902696666909,0.6373774384023762,0.28964222301396086,0.17978845053317333,0.21397677812159124,0.14353397000941306,0.1756619384832546,2.2455372690184494,0.05549850524571683,0.25659849505324533,0.2211618066658716,0.28502608708191957,0.04884647163916474,square,round,open,raised,medium,tone_5
